"byz","actual","predicted","selected.predicted","clock","threshold","blockchain_size_kB","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
7,25,71.60259,71.60259,1000,0,NA,-46.60259,46.60259,46.60259,2171.8013947081,FALSE,75,28.39741,28.39741,46.60259,28.39741,46.60259,48.75,26.25,21.5554725,25.0471175,39.38024
0,25,27.20521,27.20521,1000,0,NA,-2.20521,2.20521,2.20521,4.8629511441,FALSE,75,72.79479,72.79479,2.20520999999999,72.79479,2.20520999999999,75,0,7.22235000000001,-5.01714,-5.01714
0,25,14.57619,14.57619,1000,0,NA,10.42381,10.42381,10.42381,108.6558149161,FALSE,75,85.42381,85.42381,-10.42381,85.42381,10.42381,75,0,7.22235000000001,3.20145999999999,3.20146
0,25,16.95977,16.95977,1000,0,NA,8.04023,8.04023,8.04023,64.6452984529,FALSE,75,83.04023,83.04023,-8.04023000000001,83.04023,8.04023000000001,75,0,7.22235000000001,0.817879999999995,0.817880000000002
1,25,22.57897,22.57897,1000,0,NA,2.42103,2.42103,2.42103,5.86138626089999,FALSE,75,77.42103,77.42103,-2.42103,77.42103,2.42103,71.25,3.75,3.1112325,-0.690202500000002,-4.80132
1,25,30.53599,30.53599,1000,0,NA,-5.53599,5.53599,5.53599,30.6471852801,FALSE,75,69.46401,69.46401,5.53599,69.46401,5.53599,71.25,3.75,3.1112325,2.4247575,-1.68636
1,25,19.82152,19.82152,1000,0,NA,5.17848,5.17848,5.17848,26.8166551104,FALSE,75,80.17848,80.17848,-5.17848000000001,80.17848,5.17848000000001,71.25,3.75,3.1112325,2.0672475,-2.04387
1,25,30.778,30.778,1000,0,NA,-5.778,5.778,5.778,33.385284,FALSE,75,69.222,69.222,5.77799999999999,69.222,5.77799999999999,71.25,3.75,3.1112325,2.6667675,-1.44435
2,25,22.91705,22.91705,1000,0,NA,2.08295,2.08295,2.08295,4.3386807025,FALSE,75,77.08295,77.08295,-2.08295,77.08295,2.08295,67.5,7.5,0.999884999999992,1.08306500000001,-5.1394
2,25,30.93098,30.93098,1000,0,NA,-5.93098,5.93098,5.93098,35.1765237604,FALSE,75,69.06902,69.06902,5.93098000000001,69.06902,5.93098000000001,67.5,7.5,0.999884999999992,4.93109500000001,-1.29137
2,25,21.79521,21.79521,1000,0,NA,3.20479,3.20479,3.20479,10.2706789441,FALSE,75,78.20479,78.20479,-3.20479,78.20479,3.20479,67.5,7.5,0.999884999999992,2.20490500000001,-4.01756
2,25,20.65264,20.65264,1000,0,NA,4.34736,4.34736,4.34736,18.8995389696,FALSE,75,79.34736,79.34736,-4.34736000000001,79.34736,4.34736000000001,67.5,7.5,0.999884999999992,3.34747500000001,-2.87499
3,25,24.9303,24.9303,1000,0,NA,0.069700000000001,0.069700000000001,0.069700000000001,0.00485809000000014,FALSE,75,75.0697,75.0697,-0.0696999999999974,75.0697,0.0696999999999974,63.75,11.25,5.1110025,-5.0413025,-7.15265
3,25,24.7519,24.7519,1000,0,NA,0.248100000000001,0.248100000000001,0.248100000000001,0.0615536100000004,FALSE,75,75.2481,75.2481,-0.248099999999994,75.2481,0.248099999999994,63.75,11.25,5.1110025,-4.8629025,-6.97425
3,25,36.16691,36.16691,1000,0,NA,-11.16691,11.16691,11.16691,124.6998789481,FALSE,75,63.83309,63.83309,11.16691,63.83309,11.16691,63.75,11.25,5.1110025,6.0559075,3.94456
