"byz","actual","predicted","selected.predicted","clock","threshold","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
6,25,93.7632971428571,94.34651,1000,0,-68.7632971428571,68.7632971428571,69.34651,4728.39103395686,FALSE,75,6.23670285714286,5.65348999999999,68.7632971428571,4.365692,70.634308,52.5,22.5,22.63025075,48.00405725,67.2934646428571
7,25,94.2405907692308,100,1000,0,-69.2405907692308,69.2405907692308,75,4794.25941007208,FALSE,75,5.75940923076924,0,69.2405907692308,3.743616,71.256384,48.75,26.25,26.370947125,44.885436875,67.7707582692308
0,25,25.95956,26.571,1000,0,-0.959560000000003,0.959560000000003,1.571,0.920755393600006,FALSE,75,74.04044,73.429,0.95956000000001,74.04044,0.95956000000001,75,0,0.186072499999995,0.773487500000016,-0.510272499999997
1,25,66.5082368421053,66.726,1000,0,-41.5082368421053,41.5082368421053,41.726,1722.9337257403,FALSE,75,33.4917631578947,33.274,41.5082368421053,31.817175,43.182825,71.25,3.75,3.92676887499999,39.256056125,40.0384043421053
2,25,78.4262444444444,79.9152,1000,0,-53.4262444444444,53.4262444444444,54.9152,2854.36359543753,FALSE,75,21.5737555555556,20.0848,53.4262444444444,19.41638,55.58362,67.5,7.5,7.66746524999999,47.91615475,51.9564119444444
3,25,87.7227294117647,100,1000,0,-62.7227294117647,62.7227294117647,75,3934.14078486145,FALSE,75,12.2772705882353,0,62.7227294117647,10.43568,64.56432,63.75,11.25,11.408161625,53.156158375,61.2528969117647
4,25,91.628136875,92.67725,1000,0,-66.628136875,66.628136875,67.67725,4439.30862343373,FALSE,75,8.371863125,7.32275,66.628136875,6.6974905,68.3025095,60,15,15.148858,53.1536515,65.158304375
5,25,92.669516,100,1000,0,-67.669516,67.669516,75,4579.16339567426,FALSE,75,7.330484,0,67.669516,5.497863,69.502137,56.25,18.75,18.889554375,50.612582625,66.1996835
6,25,93.7958528571429,93.33644,1000,0,-68.7958528571429,68.7958528571429,68.33644,4732.86937034165,FALSE,75,6.20414714285714,6.66356,68.7958528571429,4.342903,70.657097,52.5,22.5,22.63025075,48.02684625,67.3260203571429
7,25,94.0982223076923,94.79397,1000,0,-69.0982223076923,69.0982223076923,69.79397,4774.56432608326,FALSE,75,5.9017776923077,5.20603,69.0982223076923,3.83615550000001,71.1638445,48.75,26.25,26.370947125,44.792897375,67.6283898076923
0,25,29.189205,28.9028,1000,0,-4.18920499999999,4.18920499999999,3.9028,17.549438532025,FALSE,75,70.810795,71.0972,4.18920499999999,70.810795,4.18920499999999,75,0,0.186072499999995,4.00313249999999,2.71937249999999
1,25,66.6584473684211,67.3133,1000,0,-41.6584473684211,41.6584473684211,42.3133,1735.42623714751,FALSE,75,33.3415526315789,32.6867,41.6584473684211,31.674475,43.325525,71.25,3.75,3.92676887499999,39.398756125,40.1886148684211
2,25,81.8995611111111,82.7804,1000,0,-56.8995611111111,56.8995611111111,57.7804,3237.56005463707,FALSE,75,18.1004388888889,17.2196,56.8995611111111,16.290395,58.709605,67.5,7.5,7.66746524999999,51.04213975,55.4297286111111
3,25,89.8347458823529,89.6468,1000,0,-64.8347458823529,64.8347458823529,64.6468,4203.54427362928,FALSE,75,10.1652541176471,10.3532,64.8347458823529,8.64046600000001,66.359534,63.75,11.25,11.408161625,54.951372375,63.3649133823529
4,25,91.95042,92.09261,1000,0,-66.95042,66.95042,67.09261,4482.3587381764,FALSE,75,8.04958000000001,7.90739000000001,66.95042,6.439664,68.560336,60,15,15.148858,53.411478,65.4805875
5,25,92.231442,100,1000,0,-67.231442,67.231442,75,4520.06679339936,FALSE,75,7.768558,0,67.231442,5.8264185,69.1735815,56.25,18.75,18.889554375,50.284027125,65.7616095
6,25,93.097885,93.64225,1000,0,-68.097885,68.097885,68.64225,4637.32194147323,FALSE,75,6.90211499999999,6.35775,68.097885,4.8314805,70.1685195,52.5,22.5,22.63025075,47.53826875,66.6280525
7,25,94.2789292307692,94.4668,1000,0,-69.2789292307692,69.2789292307692,69.4668,4799.57003536193,FALSE,75,5.72107076923078,5.53320000000001,69.2789292307692,3.71869600000001,71.281304,48.75,26.25,26.370947125,44.910356875,67.8090967307692
0,25,26.841435,26.8816,1000,0,-1.841435,1.841435,1.88160000000001,3.39088285922502,FALSE,75,73.158565,73.1184,1.841435,73.158565,1.841435,75,0,0.186072499999995,1.65536250000001,0.371602500000003
1,25,68.4298473684211,68.8023,1000,0,-43.4298473684211,43.4298473684211,43.8023,1886.15164244435,FALSE,75,31.5701526315789,31.1977,43.4298473684211,29.991645,45.008355,71.25,3.75,3.92676887499999,41.081586125,41.9600148684211
2,25,78.8324833333333,77.271,1000,0,-53.8324833333333,53.8324833333333,52.271,2897.93626183361,FALSE,75,21.1675166666667,22.729,53.8324833333333,19.050765,55.949235,67.5,7.5,7.66746524999999,48.28176975,52.3626508333333
3,25,85.5565352941176,85.1657,1000,0,-60.5565352941176,60.5565352941176,60.1657,3667.09396682772,FALSE,75,14.4434647058824,14.8343,60.5565352941176,12.276945,62.723055,63.75,11.25,11.408161625,51.314893375,59.0867027941176
4,25,91.4148625,92.02874,1000,0,-66.4148625,66.4148625,67.02874,4410.93396089391,FALSE,75,8.5851375,7.97126,66.4148625,6.86811,68.13189,60,15,15.148858,52.983032,64.94503
5,25,93.5630686666667,93.8088,1000,0,-68.5630686666667,68.5630686666667,68.8088,4700.89438499005,FALSE,75,6.43693133333333,6.19119999999999,68.5630686666667,4.8276985,70.1723015,56.25,18.75,18.889554375,51.282747125,67.0932361666667
6,25,93.2652378571429,92.82003,1000,0,-68.2652378571429,68.2652378571429,67.82003,4660.14269969229,FALSE,75,6.73476214285714,7.17997,68.2652378571429,4.7143335,70.2856665,52.5,22.5,22.63025075,47.65541575,66.7954053571429
7,25,95.0412430769231,100,1000,0,-70.0412430769231,70.0412430769231,75,4905.77573176063,FALSE,75,4.95875692307692,0,70.0412430769231,3.223192,71.776808,48.75,26.25,26.370947125,45.405860875,68.5714105769231
0,25,22.18198,22.0902,1000,0,2.81802,2.81802,2.9098,7.94123672039998,FALSE,75,77.81802,77.9098,-2.81801999999999,77.81802,2.81801999999999,75,0,0.186072499999995,2.6319475,1.3481875
1,25,68.3616210526316,68.4442,1000,0,-43.3616210526316,43.3616210526316,43.4442,1880.23018031202,FALSE,75,31.6383789473684,31.5558,43.3616210526316,30.05646,44.94354,71.25,3.75,3.92676887499999,41.016771125,41.8917885526316
2,25,82.8757111111111,82.7325,1000,0,-57.8757111111111,57.8757111111111,57.7325,3349.59793661679,FALSE,75,17.1242888888889,17.2675,57.8757111111111,15.41186,59.58814,67.5,7.5,7.66746524999999,51.92067475,56.4058786111111
3,25,88.7417764705882,88.227,1000,0,-63.7417764705882,63.7417764705882,63.227,4063.01406762644,FALSE,75,11.2582235294118,11.773,63.7417764705882,9.56949,65.43051,63.75,11.25,11.408161625,54.022348375,62.2719439705882
4,25,91.87459875,91.51174,1000,0,-66.87459875,66.87459875,66.51174,4472.2119579735,FALSE,75,8.12540125,8.48826,66.87459875,6.500321,68.499679,60,15,15.148858,53.350821,65.40476625
5,25,91.89475,92.22969,1000,0,-66.89475,66.89475,67.22969,4474.9075775625,FALSE,75,8.10525,7.77031000000001,66.89475,6.0789375,68.9210625,56.25,18.75,18.889554375,50.031508125,65.4249175
6,25,93.7257378571429,92.9474,1000,0,-68.7257378571429,68.7257378571429,67.9474,4723.22704400872,FALSE,75,6.27426214285714,7.0526,68.7257378571429,4.3919835,70.6080165,52.5,22.5,22.63025075,47.97776575,67.2559053571429
7,25,93.8771915384615,94.1675,1000,0,-68.8771915384615,68.8771915384615,69.1675,4744.06751422592,FALSE,75,6.12280846153847,5.8325,68.8771915384615,3.9798255,71.0201745,48.75,26.25,26.370947125,44.649227375,67.4073590384615
0,25,26.049915,26.0618,1000,0,-1.049915,1.049915,1.0618,1.102321507225,FALSE,75,73.950085,73.9382,1.049915,73.950085,1.049915,75,0,0.186072499999995,0.863842500000004,-0.419917499999999
1,25,70.3613,70.5186,1000,0,-45.3613,45.3613,45.5186,2057.64753769,FALSE,75,29.6387,29.4814,45.3613,28.156765,46.843235,71.25,3.75,3.92676887499999,42.916466125,43.8914675
2,25,83.0067611111111,82.2652,1000,0,-58.0067611111111,58.0067611111111,57.2652,3364.78433460151,FALSE,75,16.9932388888889,17.7348,58.0067611111111,15.293915,59.706085,67.5,7.5,7.66746524999999,52.03861975,56.5369286111111
3,25,88.4110529411765,88.8326,1000,0,-63.4110529411765,63.4110529411765,63.8326,4020.96163510868,FALSE,75,11.5889470588235,11.1674,63.4110529411765,9.85060500000001,65.149395,63.75,11.25,11.408161625,53.741233375,61.9412204411765
4,25,91.252704375,90.32213,1000,0,-66.252704375,66.252704375,65.32213,4389.42083700114,FALSE,75,8.74729562499999,9.67787,66.252704375,6.99783649999999,68.0021635,60,15,15.148858,52.8533055,64.782871875
