"byz","actual","predicted","selected.predicted","clock","threshold","blockchain_size_kB","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
3,25,5.98826,5.98826,1000,0.01,9020,19.01174,19.01174,19.01174,361.4462578276,FALSE,75,94.01174,94.01174,-19.01174,94.01174,19.01174,63.75,11.25,16.028564,2.983176,8.03981
4,25,27.30931,27.30931,1000,0.01,6464,-2.30931,2.30931,2.30931,5.33291267609998,FALSE,75,72.69069,72.69069,2.30931,72.69069,2.30931,60,15,19.497472,-17.188162,-8.66262
5,25,35.04222,35.04222,1000,0.01,6832,-10.04222,10.04222,10.04222,100.8461825284,FALSE,75,64.95778,64.95778,10.04222,64.95778,10.04222,56.25,18.75,22.96638,-12.92416,-0.92971
6,25,37.22721,37.22721,1000,0.01,9428,-12.22721,12.22721,12.22721,149.5046643841,FALSE,75,62.77279,62.77279,12.22721,62.77279,12.22721,52.5,22.5,26.435288,-14.208078,1.25528
7,25,42.05461,42.05461,1000,0.01,9348,-17.05461,17.05461,17.05461,290.8597222521,FALSE,75,57.94539,57.94539,17.05461,57.94539,17.05461,48.75,26.25,29.904196,-12.849586,6.08268
0,25,43.40858,43.40858,1000,0.01,8956,-18.40858,18.40858,18.40858,338.8758176164,FALSE,75,56.59142,56.59142,18.40858,56.59142,18.40858,75,0,5.62183999999999,12.78674,7.43665
1,25,30.00192,30.00192,1000,0.01,6672,-5.00192,5.00192,5.00192,25.0192036864,FALSE,75,69.99808,69.99808,5.00192,69.99808,5.00192,71.25,3.75,9.09074799999999,-4.08882799999999,-5.97001
2,25,45.50762,45.50762,1000,0.01,9084,-20.50762,20.50762,20.50762,420.5624780644,FALSE,75,54.49238,54.49238,20.50762,54.49238,20.50762,67.5,7.5,12.559656,7.947964,9.53569
3,25,26.14661,26.14661,1000,0.01,6848,-1.14661,1.14661,1.14661,1.3147144921,FALSE,75,73.85339,73.85339,1.14661,73.85339,1.14661,63.75,11.25,16.028564,-14.881954,-9.82532
4,25,32.17045,32.17045,1000,0.01,9076,-7.17045,7.17045,7.17045,51.4153532025,FALSE,75,67.82955,67.82955,7.17045,67.82955,7.17045,60,15,19.497472,-12.327022,-3.80148
5,25,3.88934,3.88934,1000,0.01,6452,21.11066,21.11066,21.11066,445.6599656356,FALSE,75,96.11066,96.11066,-21.11066,96.11066,21.11066,56.25,18.75,22.96638,-1.85571999999999,10.13873
6,25,48.86206,48.86206,1000,0.01,8092,-23.86206,23.86206,23.86206,569.3979074436,FALSE,75,51.13794,51.13794,23.86206,51.13794,23.86206,52.5,22.5,26.435288,-2.57322799999999,12.89013
7,25,23.19563,23.19563,1000,0.01,9468,1.80437,1.80437,1.80437,3.2557510969,FALSE,75,76.80437,76.80437,-1.80437000000001,76.80437,1.80437000000001,48.75,26.25,29.904196,-28.099826,-9.16756
0,25,6.28275,6.28275,1000,0.01,9312,18.71725,18.71725,18.71725,350.3354475625,FALSE,75,93.71725,93.71725,-18.71725,93.71725,18.71725,75,0,5.62183999999999,13.09541,7.74532
1,25,23.26389,23.26389,1000,0.01,9000,1.73611,1.73611,1.73611,3.0140779321,FALSE,75,76.73611,76.73611,-1.73611,76.73611,1.73611,71.25,3.75,9.09074799999999,-7.35463799999999,-9.23582
2,25,37.41647,37.41647,1000,0.01,9064,-12.41647,12.41647,12.41647,154.1687272609,FALSE,75,62.58353,62.58353,12.41647,62.58353,12.41647,67.5,7.5,12.559656,-0.143185999999993,1.44454
3,25,49.05994,49.05994,1000,0.01,9176,-24.05994,24.05994,24.05994,578.8807128036,FALSE,75,50.94006,50.94006,24.05994,50.94006,24.05994,63.75,11.25,16.028564,8.03137600000001,13.08801
